#ReRa Photor SR measurement
Wavelength [nm]	SR[A/W] (Reflectance Transmittance 300-1750_calibration_calibration)	Wavelength [nm]	SR[A/W] (JE795 inverted ARC_Total reflectance centre)	Wavelength [nm]	SR[A/W] (JE795 inverted ARC_Diffuse reflectance centre)	Wavelength [nm]	SR[A/W] (JE795 inverted ARC_Total reflectance edge major)	Wavelength [nm]	SR[A/W] (JE795 inverted ARC_Diffuse reflectance edge major)	
810	0.64224816403117	810	0.49621347206511	810	0.459544184356422	810	0.535731574984723	810	0.471356600543882	
815	0.646146926731832	815	0.499970744058984	815	0.464392578721769	815	0.540014299134596	815	0.470822152968057	
820	0.650044882903181	820	0.501373037381103	820	0.464890583337935	820	0.54286162180606	820	0.467235508296656	
825	0.653942032545216	825	0.505672680204148	825	0.464495304046665	825	0.547531992829628	825	0.466192858368144	
830	0.657838375657938	830	0.507435561474173	830	0.462998312392861	830	0.549851900950604	830	0.461816787915327	
835	0.661733912241346	835	0.510080374029083	835	0.457954749122275	835	0.554843961407058	835	0.46024170013468	
840	0.665628642295441	840	0.512930127831185	840	0.454080891143497	840	0.556920509497402	840	0.457596246737178	
845	0.669522565820223	845	0.515681039151288	845	0.449678849099253	845	0.560934665258214	845	0.455193673466375	
850	0.673415682815691	850	0.518938027997056	850	0.444215637166553	850	0.564124033375085	850	0.454396165736938	
855	0.677390743189395	855	0.52216668627708	855	0.438410248140757	855	0.569097247956086	855	0.453926801622516	
860	0.681365964868961	860	0.525286612909312	860	0.433991792548109	860	0.572152853249635	860	0.453335553427941	
865	0.685341347854389	865	0.528265491875442	865	0.428907223814186	865	0.57777313565842	865	0.454742370062013	
870	0.68931689214568	870	0.531974817204961	870	0.42368835241436	870	0.580575474396323	870	0.456563013214547	
875	0.693292597742835	875	0.534869907756043	875	0.420339402561213	875	0.58560971751267	875	0.458710346352899	
880	0.697268464645851	880	0.538906568782767	880	0.416569526263294	880	0.589605591933255	880	0.463334696388911	
885	0.70124449285473	885	0.543533682629843	885	0.414964739295916	885	0.594540135555872	885	0.46974687025342	
890	0.705220682369472	890	0.54586335879332	890	0.413332532808029	890	0.5982142726612	890	0.475624397609121	
895	0.709197033190077	895	0.551270413889283	895	0.41235485192907	895	0.605159262829777	895	0.484804202968986	
900	0.713173545316544	900	0.554388776214538	900	0.412831111668176	900	0.607900719180842	900	0.493537883977789	
905	0.717186714200303	905	0.558562152518396	905	0.414308360610022	905	0.61234307600415	905	0.504342577128396	
910	0.72120044765458	910	0.563267625747992	910	0.417934509764443	910	0.617559259629645	910	0.517677041677537	
915	0.725214745679377	915	0.568139200096255	915	0.422881235736256	915	0.620930991788091	915	0.528253411134991	
920	0.729229608274694	920	0.572506671082534	920	0.428823727144772	920	0.624758241889765	920	0.540604728218512	
925	0.733245035440529	925	0.577770086123263	925	0.436985317945446	925	0.630115536040938	925	0.552408601644097	
930	0.737261027176884	930	0.582606370734394	930	0.447579626464396	930	0.631485315172692	930	0.561941617295485	
935	0.741277583483759	935	0.586976967800109	935	0.458679171344772	935	0.63643454205454	935	0.571947041383783	
940	0.745294704361152	940	0.593118755871552	940	0.472644674640601	940	0.639294310408091	940	0.579470160973672	
945	0.749312389809065	945	0.597298445385912	945	0.488461192765656	945	0.642722668879958	945	0.584106427777266	
950	0.753330639827498	950	0.60060470139884	950	0.502115734300466	950	0.64495203192553	950	0.588148017652959	
955	0.757264728512084	955	0.606173032086039	955	0.518118809627748	955	0.648550858836928	955	0.592084921862935	
960	0.761198494584944	960	0.610200976763377	960	0.531001088813351	960	0.651429243423637	960	0.592470041054719	
965	0.765131938046079	965	0.611838137437672	965	0.545657678623483	965	0.653697774827256	965	0.593545225340237	
970	0.769065058895489	970	0.615537286557375	970	0.556594738244242	970	0.655386677357338	970	0.591479923148488	
975	0.772997857133174	975	0.61908674447204	975	0.566319273752608	975	0.659561471283809	975	0.590681396331188	
980	0.776930332759133	980	0.623303202051618	980	0.576258202713315	980	0.663728075242761	980	0.590793649889813	
985	0.780862485773367	985	0.62231351411818	985	0.580876249948091	985	0.664162886199312	985	0.587017311426863	
990	0.784794316175875	990	0.627594857845499	990	0.584057230536684	990	0.669234186848875	990	0.585794544385745	
995	0.788725823966658	995	0.629360649493239	995	0.587448824105385	995	0.671137412896614	995	0.583187990213693	
1000	0.792657009145716	1000	0.630880001981424	1000	0.585576614828872	1000	0.673837163145243	1000	0.579129566417904	
1005	0.796531132375856	1005	0.63366084311281	1005	0.584509754101638	1005	0.678090863637076	1005	0.577888920346232	
1010	0.80040436842375	1010	0.63656016909	1010	0.582647166048544	1010	0.681144692596885	1010	0.5751282578919	
1015	0.804276717289401	1015	0.636787672522351	1015	0.577516919592362	1015	0.684467625128813	1015	0.571232389069596	
1020	0.808148178972806	1020	0.640962975512043	1020	0.573545849497628	1020	0.688529143875145	1020	0.570193713500121	
1025	0.812018753473966	1025	0.643085692164081	1025	0.570301098714096	1025	0.691004410490596	1025	0.568584249446261	
1030	0.815888440792883	1030	0.644377643714415	1030	0.560809059489779	1030	0.693956067780984	1030	0.56353635458772	
1035	0.819757240929554	1035	0.648136220717465	1035	0.557858561477376	1035	0.698376595926631	1035	0.563528126346442	
1040	0.823625153883981	1040	0.650775613379904	1040	0.553461962739311	1040	0.701597481997484	1040	0.559436234061743	
1045	0.827492179656163	1045	0.652021289853086	1045	0.544572156591087	1045	0.70426948265477	1045	0.556721492792744	
1050	0.8313583182461	1050	0.654408590072618	1050	0.53899205573269	1050	0.7099224724552	1050	0.556008269953787	
1055	0.835291640727838	1055	0.659210201823863	1055	0.535122073177849	1055	0.712756118064848	1055	0.553872402254463	
1060	0.839224721250783	1060	0.659674787430311	1060	0.525810504995574	1060	0.714116241069826	1060	0.550230677492438	
1065	0.843157559814933	1065	0.664137419225632	1065	0.522387309751542	1065	0.71918690715664	1065	0.550572022195679	
1070	0.847090156420289	1070	0.667252684788127	1070	0.519118099575872	1070	0.72260057367048	1070	0.54842902077058	
1075	0.851022511066851	1075	0.670402666939199	1075	0.511699261710799	1075	0.725833571542249	1075	0.547312236844693	
1080	0.854954623754619	1080	0.672463927251545	1080	0.507380921016635	1080	0.731037773094355	1080	0.552585842919705	
1085	0.858886494483593	1085	0.677749883735468	1085	0.506791913062224	1085	0.737321243452446	1085	0.551584218533016	
1090	0.862818123253773	1090	0.681731772357009	1090	0.502716835762135	1090	0.736397275913259	1090	0.546487638413464	
1095	0.86674951006516	1095	0.683620431224101	1095	0.496646407655166	1095	0.742998055784162	1095	0.554683453602371	
1100	0.870680654917752	1100	0.680138369258401	1100	0.489674023793325	1100	0.738050057743649	1100	0.550137687479542	
