246,3.08712,0.8213
247,3.08181,0.80132
248,3.06984,0.78089
249,3.05486,0.76035
250,3.06336,0.74415
251,3.06202,0.72511
252,3.04764,0.70231
253,3.04092,0.68536
254,3.03515,0.66977
255,3.02722,0.65479
256,3.0175,0.63699
257,3.0068,0.61761
258,3.00196,0.60536
259,2.9992,0.59134
260,2.99945,0.57479
261,2.99332,0.56656
262,2.9845,0.55663
263,2.97119,0.53295
264,2.96248,0.51995
265,2.9567,0.51377
266,2.9542,0.48656
267,2.9457,0.46938
268,2.9282,0.46725
269,2.92142,0.45945
270,2.91685,0.44732
271,2.91029,0.42275
272,2.82246,0.47029
273,2.67814,0.56796
274,2.67818,0.57658
275,2.68765,0.58864
276,2.71015,0.6078
277,2.74542,0.6138
278,2.77405,0.62054
279,2.75597,0.64758
280,2.77588,0.65318
281,2.82444,0.64259
282,2.83057,0.64603
283,2.84213,0.64134
284,2.8652,0.62205
285,2.90465,0.61743
286,2.94537,0.61499
287,2.96706,0.60098
288,2.95063,0.51702
289,2.90426,0.37811
290,2.89835,0.37686
291,2.89017,0.37938
292,2.87467,0.37826
293,2.87282,0.3809
294,2.87301,0.38513
295,2.8591,0.39134
296,2.85186,0.38785
297,2.85029,0.37611
298,2.83404,0.37245
299,2.8245,0.36871
300,2.82977,0.36379
301,2.82586,0.35433
302,2.81846,0.34494
303,2.81046,0.34722
304,2.80166,0.34804
305,2.79216,0.34756
306,2.79358,0.34295
307,2.79612,0.3377
308,2.799,0.33184
309,2.79756,0.32758
310,2.79401,0.32354
311,2.78682,0.31629
312,2.78187,0.31546
313,2.77905,0.32078
314,2.77897,0.31884
315,2.77724,0.31691
316,2.77106,0.31667
317,2.77081,0.31214
318,2.77279,0.30611
319,2.77161,0.3035
320,2.7703,0.30152
321,2.76886,0.30021
3.22E+02,2.76433,0.29883
323,2.76082,0.29717
3.24E+02,2.76088,0.29478
3.25E+02,2.76302,0.28965
326,2.76579,0.28336
3.27E+02,2.76436,0.27864
328,2.76075,0.27761
