207,1.26569,2.48139,-4.55532515600000 - 6.28134101820000i
208,1.27078,2.50956,-4.68300958520000 - 6.37819731360000i
209,1.27795,2.53311,-4.78349006960000 - 6.47437584900000i
210,1.28654,2.55354,-4.86538136000000 - 6.57046270320000i
211,1.29361,2.57272,-4.94546136630000 - 6.65619263840000i
212,1.30033,2.59164,-5.02573978070000 - 6.73997448240000i
213,1.30628,2.61024,-5.10698541920000 - 6.81940861440000i
214,1.31177,2.62947,-5.19337194800000 - 6.89851972380000i
215,1.3155,2.65109,-5.29773793810000 - 6.97501779000000i
216,1.31924,2.67343,-5.40683378730000 - 7.05379158640000i
217,1.32297,2.69712,-5.52420667350000 - 7.13641769280000i
218,1.32755,2.72191,-5.64640504560000 - 7.22694324100000i
219,1.33313,2.74801,-5.77432336320000 - 7.32690914260000i
220,1.33934,2.77509,-5.90729287250000 - 7.43357808120000i
221,1.3461,2.80303,-6.04499197090000 - 7.54631736600000i
222,1.35346,2.83165,-6.18638775090000 - 7.66505001800000i
223,1.36126,2.86079,-6.33109063650000 - 7.78855799080000i
224,1.3698,2.89097,-6.48135550090000 - 7.92010141200000i
225,1.37887,2.92193,-6.63639244800000 - 8.05792323820000i
226,1.38862,2.95395,-6.79755509810000 - 8.20382809800000i
227,1.39892,2.98686,-6.96435549320000 - 8.35675638240000i
228,1.41013,3.02103,-7.13815564400000 - 8.52009006780000i
229,1.42232,3.0566,-7.31980937760000 - 8.69492662400000i
230,1.43538,3.09326,-7.50794168320000 - 8.88000707760000i
231,1.44992,3.13176,-7.70565269120000 - 9.08160291840000i
232,1.46507,3.1712,-7.91007933510000 - 9.29205996800000i
233,1.48236,3.21391,-8.13182631850000 - 9.52834325520000i
234,1.4997,3.2568,-8.35764615000000 - 9.76844592000000i
235,1.51839,3.3044,-8.61355116790000 - 10.0347358320000i
236,1.53707,3.352,-8.87331981510000 - 10.3045172800000i
237,1.56143,3.40488,-9.15514416950000 - 10.6329635568000i
