#ReRa Photor QE measurement
Wavelength [nm]	QE[-] (Reflectance Transmittance 300-1750_calibration_calibration)	Wavelength [nm]	QE[-] (JE795 inverted ARC_Total reflectance centre)	Wavelength [nm]	QE[-] (JE795 inverted ARC_Diffuse reflectance centre)	Wavelength [nm]	QE[-] (JE795 inverted ARC_Total reflectance edge major)	Wavelength [nm]	QE[-] (JE795 inverted ARC_Diffuse reflectance edge major)	
665	0.98259	665	0.45641755776644	665	0.381593941726888	665	0.477695630565533	665	0.431719805839223	
670	0.98262	670	0.517329098095674	670	0.444909934995411	670	0.555894903339925	670	0.508228665676294	
675	0.98265	675	0.560250642818509	675	0.495121467642671	675	0.61250444683875	675	0.559583697024588	
680	0.98268	680	0.58591914121098	680	0.527570238827715	680	0.642029549188904	680	0.584130857383421	
685	0.98271	685	0.603306500196736	685	0.551745470717987	685	0.658322835685338	685	0.595108576205379	
690	0.98274	690	0.615335045803028	690	0.567790741645492	690	0.670006426092329	690	0.598171600096155	
695	0.98277	695	0.624004741599495	695	0.576764655766063	695	0.676787756315913	695	0.598444511988185	
700	0.9828	700	0.63166169310992	700	0.581093953766229	700	0.683299494151849	700	0.596398385373334	
705	0.98277	705	0.636128568703104	705	0.580325875549373	705	0.688562485197979	705	0.593632353310449	
710	0.98274	710	0.641212322122781	710	0.576878932572927	710	0.692956293087785	710	0.592782716475437	
715	0.98271	715	0.645476762643988	715	0.572686379357485	715	0.697990978034035	715	0.592346051740916	
720	0.98268	720	0.648843288011636	720	0.566225705199649	720	0.702750587831122	720	0.59216989309157	
725	0.98265	725	0.652801523700297	725	0.559893548176425	725	0.707426822332874	725	0.594747404459322	
730	0.98262	730	0.656380112124648	730	0.553407105124658	730	0.712715540184933	730	0.599505175457392	
735	0.98259	735	0.658728760153815	735	0.547267620688823	735	0.717227400883492	735	0.604391874519677	
740	0.98256	740	0.661590420365655	740	0.541775240505456	740	0.721278363385315	740	0.613449744003059	
745	0.98253	745	0.663813356080839	745	0.538208357626444	745	0.725440219091479	745	0.622708113391333	
750	0.9825	750	0.666181896764659	750	0.535542807351949	750	0.73043764873667	750	0.634140691021766	
755	0.98258	755	0.671262436178603	755	0.537536794672429	755	0.735512501955012	755	0.649466178929647	
760	0.98266	760	0.676728483335962	760	0.54237566697134	760	0.743035771039755	760	0.663308204755994	
765	0.98274	765	0.684304820480299	765	0.55149120972823	765	0.75211536370862	765	0.679754885491804	
770	0.98282	770	0.696143148052307	770	0.567622169352069	770	0.763579016269393	770	0.695995412977191	
775	0.9829	775	0.705650930437097	775	0.586116510095405	775	0.773598817874977	775	0.70901467109445	
780	0.98298	780	0.719306953883091	780	0.607754095939294	780	0.784821055618054	780	0.720595933140193	
785	0.98306	785	0.730935893828159	785	0.631436657637853	785	0.796731869773976	785	0.730097413308451	
790	0.98314	790	0.740453868804471	790	0.652522780216514	790	0.804035260209094	790	0.733433013641474	
795	0.98322	795	0.748341921288521	795	0.670105703211194	795	0.811653221377285	795	0.734466239318044	
800	0.9833	800	0.754823648662877	800	0.686991801530943	800	0.816924875417788	800	0.734529265738489	
805	0.9832	805	0.757130480940561	805	0.697061432139516	805	0.818292575168251	805	0.727618163911802	
810	0.9831	810	0.759562256005972	810	0.703431964375179	810	0.820053276698693	810	0.721513427280424	
815	0.983	815	0.760618399743553	815	0.706492418361307	815	0.821537693809411	815	0.716273895642441	
820	0.9829	820	0.758100819501851	820	0.702937545361639	820	0.820833610273415	820	0.7064831878281	
825	0.9828	825	0.759968139944076	825	0.698083258297819	825	0.822877894021519	825	0.700634488076788	
830	0.9827	830	0.758023467028566	830	0.691641683465802	830	0.821386351204789	830	0.689876684421908	
835	0.9826	835	0.757411651797253	835	0.680010995603063	835	0.823880515103078	835	0.683406859141592	
840	0.9825	840	0.757109623252147	840	0.670245309772093	840	0.822041549615788	840	0.675434144283301	
845	0.9824	845	0.756666136027231	845	0.659820182182966	845	0.823067426375048	845	0.667912162550533	
850	0.9823	850	0.756966072976092	850	0.647969792690634	850	0.822878130291494	850	0.662819956519424	
855	0.98232	855	0.757221418244694	855	0.635761795217238	855	0.825277897923561	855	0.658263166795531	
860	0.98234	860	0.757317033621677	860	0.625695323032022	860	0.824885102632532	860	0.653583640092808	
865	0.98236	865	0.757209367599716	865	0.61479042772657	865	0.828173025489185	865	0.651822213926938	
870	0.98238	870	0.758143934786039	870	0.603819474594936	870	0.827407163579161	870	0.650670798920326	
875	0.9824	875	0.75791404536883	875	0.595623594454285	875	0.829812677010358	875	0.64999546472043	
880	0.98242	880	0.75929518994161	880	0.586927782829595	880	0.830727840131519	880	0.652817810508022	
885	0.98244	885	0.761487949786273	885	0.581363508202743	885	0.832947733247315	885	0.658112997555296	
890	0.98246	890	0.760455455841436	890	0.575823554717905	890	0.833386780920882	890	0.662603859128232	
895	0.98248	895	0.763697718533436	895	0.571252241568093	895	0.838352171145714	895	0.671619325859912	
900	0.9825	900	0.763750949832306	900	0.568734734872917	900	0.837471412838345	900	0.679920019737907	
905	0.98257	905	0.765248997692279	905	0.567616434917524	905	0.838930677711017	905	0.690966349762366	
910	0.98264	910	0.76745556878814	910	0.569438313592987	910	0.841428250434365	910	0.705338120474452	
915	0.98271	915	0.769863101450816	915	0.573029742770981	915	0.841399183587266	915	0.715815436392098	
920	0.98278	920	0.771565087075495	920	0.577924124008672	920	0.841984332502769	920	0.728570958680075	
925	0.98285	925	0.774449606474432	925	0.585740099126134	925	0.844614043961114	925	0.740454783713208	
930	0.98292	930	0.776733657162185	930	0.596715342636489	930	0.841899304465234	930	0.749183307012862	
935	0.98299	935	0.778375742682189	935	0.608243185395172	935	0.843960217377732	935	0.75844492634946	
940	0.98306	940	0.782336598844992	940	0.623428653300931	940	0.84324316423056	940	0.764333803948158	
945	0.98313	945	0.783681183707483	945	0.6408820392868	945	0.84327971357442	945	0.766372690683775	
950	0.9832	950	0.7838716643074	950	0.655330028893109	950	0.841751024403289	950	0.767613980348396	
955	0.98316	955	0.786997011463475	955	0.672675842006404	955	0.842016323177977	955	0.768706358372896	
960	0.98312	960	0.788100329340137	960	0.685810329563029	960	0.841348376738255	960	0.765200077122218	
965	0.98308	965	0.786120414327813	965	0.701088431978209	965	0.839903781978157	965	0.762616760734852	
970	0.98304	970	0.786796600857654	970	0.711454622928038	970	0.837733182462668	970	0.756045820735829	
975	0.983	975	0.787275493974844	975	0.720172560585644	975	0.838746084855298	975	0.751153198208057	
980	0.98296	980	0.788593377880903	980	0.729072786909312	980	0.839738289691528	980	0.747462805362923	
985	0.98292	985	0.783344584278791	985	0.73118493204793	985	0.836022982275138	985	0.738915066685833	
990	0.98288	990	0.786002677599599	990	0.731475953530285	990	0.838151964167146	990	0.733651773360742	
995	0.98284	995	0.784253287963959	995	0.732026497344841	995	0.836311776345733	995	0.726717024959304	
1000	0.9828	1000	0.782215837106617	1000	0.726045049010623	1000	0.83547758525832	1000	0.718051479149772	
1005	0.98269	1005	0.781754973043163	1005	0.721116685728114	1005	0.836568821610214	1005	0.712948483810263	
1010	0.98258	1010	0.781444124519465	1010	0.715260279680141	1010	0.836176285956397	1010	0.706030034234199	
1015	0.98247	1015	0.777872554525183	1015	0.705469940624607	1015	0.836116343050041	1015	0.697793027231527	
1020	0.98236	1020	0.779134823299773	1020	0.69718464431688	1020	0.836954790440662	1020	0.693109891190916	
1025	0.98225	1025	0.777901887642082	1025	0.689858764733418	1025	0.835866264542064	1025	0.687781995956693	
1030	0.98214	1030	0.775680874192374	1030	0.675083727319423	1030	0.835361770474492	1030	0.678366756559167	
1035	0.98203	1035	0.776436219226844	1035	0.66828789765421	1035	0.836621787835804	1035	0.675079765429669	
1040	0.98192	1040	0.775850017786136	1040	0.659833381593804	1040	0.836439484969897	1040	0.666955865006627	
1045	0.98181	1045	0.773615797621986	1045	0.646128630828703	1045	0.835607680368162	1045	0.660543679175269	
1050	0.9817	1050	0.77275092914162	1050	0.636462629289706	1050	0.838303864787894	1050	0.656556032018981	
1055	0.98167	1055	0.77473165930471	1055	0.628898051845417	1055	0.837661080638898	1055	0.650934230165843	
1060	0.98164	1060	0.771620689829013	1060	0.615039823129345	1060	0.835300783131131	1060	0.643604065248064	
1065	0.98161	1065	0.773193485010282	1065	0.60816700408612	1065	0.83728248856475	1065	0.640979845838215	
1070	0.98158	1070	0.773190297833383	1070	0.601536849790597	1070	0.837325597195999	1070	0.63550137388315	
1075	0.98155	1075	0.77322718162796	1075	0.590182285193135	1075	0.837159925715912	1075	0.63125748037082	
1080	0.98152	1080	0.772013830368352	1080	0.582492342586803	1080	0.839258804047955	1080	0.634389289762138	
1085	0.98149	1085	0.774496674077381	1085	0.579134958980245	1085	0.842571669113567	1085	0.630321233509991	
1090	0.98146	1090	0.775473355583092	1090	0.57184295546141	1090	0.8376556436857	1090	0.621632465918341	
1095	0.98143	1095	0.774070930557355	1095	0.562358187924867	1095	0.841304867692895	1095	0.628074173157652	
1100	0.9814	1100	0.766627570993005	1100	0.551942993377021	1100	0.831903548767878	1100	0.620095466050551	
