142.56,139.43,137.94,135,133.5,134.12,133.77,133.81,134.52,134.85,135.37,132.91,130.74,129.44,128.23,125.2,121.59,116.63,111.39,105.09,98.701,91.251,84.857,82.88,82.055,85.743,91.928,101.09,109.58,125.65,138.65,150.79,158.03,161.82,169.25,182.35,190.26,190.01,175.26,168.2,169.01,165.49,162.94,164.8,166.19,167.09,167.61,166.69,168.94,169.07,168.73,169.25,169.29,167.69,167.35,166.14,165.99,164.01,159.92,154.68,147.42,139.87,133.96,132.18,129.72,128.61,129.13,130.12,133.81,142.59,148.58,149.1,149.04,146.11,148.64,149.84,150.16,149.82,147.17,145,142.93,141.62,142.24,147.08,157.39,155.99,150.27,155.88,162.16,163.25,168.38,176.1,177.77,174.07,173.15,170.59,169.96,166.74,162.55,159.9,155.91,152.2,150.03,144.79,139.74,133.54,123.4,112.21,106.49,104.41,105.41,106.03,108.76,116.96,125.73,133.55,137.24,140.93,143.85,144.17,143.06,138.88,129.41,121.29,114.99,110.23,102.49,91.391,79.62,74.667,69.809,64.76,64.799,66.471,68.238,77.207,91.841,100.04,105.55,122.59,146.92,157.91,158.71,153.57,159.37,169.68,167.8,160.35,159.62,156.88,153.17,148.31,144.51,141.58,139.02,137.43,133.82,130.69,126.6,120.21,115.64,111.74,106.12,102.89,105.91,108.15,111.55,119.75,129.01,135.58,139.94,143.72,147.7,151.68,155.17,157.52,160.05,163.16,165.89,167.76,169.24,170.14,170.85,168.11,165.65,165.4,166.21,166.82,166.09,163.25,162.24,161.7,159.34,157.65,156.63,157.06,153.64,148.59,148.34,145.21,142.37,135.5,132.85,129.53,123.23,115.01,109.67,105.97,101.49,96.539,94.946,93.545,97.714,101.02,108.16,114.63,129.46,141.69,142.31,141.01,143.44,143.48,144.77,144.43,144.18,144.79,143.49,140.84,137.61,131.99,126.17,123.14,121.83,119.95,115.19,113.41,111.72,110.03,109.59,107.99,107.65,109.9,116.27,123.9,131.43,136.36,141.01,144.41,144.26,145.26,147.03,145.82,142.59,137.64,128.08,119.19
141.87,137.78,135.61,135.36,134.53,134.19,135.67,137.24,139.59,141.16,142.64,143.16,145.22,144.2,143.19,140.92,137.12,133.41,127.21,121.49,112.02,106.59,104.23,102.83,103.16,106.17,110.82,120.75,132.69,139.84,152.94,160.47,164.54,168.71,174.6,191.73,204.16,203.53,183.31,171.44,168.98,166.52,167.91,168.62,169.14,169.47,169.31,166.38,168.53,172.41,172.45,171.05,170.7,170.17,169.24,166.69,164.04,161.59,159.51,155.52,152.29,148.97,144.79,141.56,138.24,135.98,134.38,133.65,135.33,134.98,137.13,141.88,148.93,154.44,155.63,150.68,145.43,144.99,143.69,141.14,139.06,139.68,140.87,144.08,153.91,155.29,155.43,163.82,166.55,169.47,175.85,180.3,180.73,186.62,184.84,174.89,173.49,170.27,166.75,167.75,165.29,159.48,154.23,147.75,138.37,128.52,117.33,105.27,101.37,99.492,100.4,102.55,103.93,109.83,117.64,125.27,130.59,133.61,137.39,138.77,135.26,130.11,122.09,117.81,114.29,110.59,106.21,99.817,93.039,87.893,80.347,80.387,80.714,78.833,84.057,109.64,126.1,132.09,135.78,138.6,149.97,156.35,157.15,160.84,158.58,162.84,167.68,162.73,161.61,157.53,153.92,150.98,150.15,149.81,148.89,146.53,144.93,143.73,141.17,137.47,133.95,128.52,123.28,121.01,119.9,121.57,125.36,130.29,134.84,139.69,145.2,150.23,154.78,157.99,159.28,161.05,162.62,164.68,168.08,169.46,171.71,174.34,174.57,174.32,172.92,174.21,174.63,171.89,173.08,177.15,167.4,162.44,161.81,158.59,155.17,151.37,148.14,145.59,142.75,141.15,134.86,125.49,122.16,119.13,113.6,108.84,105.81,103.73,101.09,99.108,97.995,100.53,104.22,109.25,113.71,119.12,125.4,134.76,138.35,141.75,143.61,143.56,143.31,143.06,143.1,144.39,143.47,140.72,137.11,134.75,133.25,133.29,132.08,130.01,128.23,126.73,125.04,124.21,123.58,127.85,129.81,133.01,136.99,140.87,144.94,146.81,148.19,148.8,148.94,148.5,145.37,141.57,137.67,131.09,123.16,115.32
136.75,134.3,134.53,133.51,134.13,136.47,138.33,140.68,143.12,145.08,146.36,147.94,148.46,149.56,149.5,146.47,142.47,136.17,128.05,123.29,117.19,112.62,112.27,111.93,111.39,114.69,125.77,137.72,148.23,152.3,159.44,163.9,167.59,170.51,174.48,190.17,201.06,195.53,177.9,173.05,172.8,163.81,164.62,165.33,168.25,168.87,167.37,166.83,168.6,171.71,171.75,169.77,169.53,167.45,164.61,162.35,159.6,156.38,154.78,153.77,150.54,146.74,143.51,139.33,136.97,136.34,131.96,130.94,130.02,129.2,130.87,138.11,147.46,152.3,150.9,144.31,138.59,137.48,136.56,134.01,133.57,135.05,134.99,137.52,141.6,148.93,159.63,172.54,172.19,174.25,178.22,178.74,180.89,182.85,178,173.04,172.7,170.91,169.7,167.34,163.25,156.76,148.35,140.81,131.15,120.15,109.62,99.006,93.38,93.515,94.611,95.707,99.683,104.52,110.9,115.64,120,123.88,124.21,123.96,120.45,117.99,115.06,111.93,108.89,106.92,105.42,101.33,98.008,91.614,87.909,86.604,86.067,90.908,104.49,125.26,134.14,139.07,141.13,146.07,158.97,158.91,161.55,163.12,158.75,160.42,161.8,159.73,155.93,152.8,149.96,149.03,149.84,148.83,148.19,148.71,147.31,146.49,144.41,141.09,136.43,131.09,126.42,124.93,126.21,128.46,130.42,133.34,138.76,143.41,149.3,153.28,155.72,157.68,159.64,161.31,163.75,166.57,169.21,170.4,171.68,172.68,173.2,172.86,172.71,173.03,172.5,175.99,171.52,170.41,163.05,159.63,156.41,152.51,148.9,145.29,142.64,138.36,132.55,125,120.05,114.42,110.33,105.86,104.17,102.48,100.89,100.25,98.373,98.028,101.14,104.16,108.32,112.59,117.24,121.5,129.13,134.64,137.37,139.71,139.75,139.21,138.58,139.39,140.19,140.71,138.64,136.18,134.88,135.4,136.3,135,133.02,132,130.79,130.35,128.57,129.66,131.82,134.06,136.41,138.66,143.02,145.74,146.84,146.11,147.11,147.72,146.04,143.96,141.79,135.78,130.16,123.67,116.51,110.88
134.14,133.98,134.5,133.49,135.25,136.25,137.83,139.98,142.23,144.19,146.44,148.88,150.07,152.8,151.97,149.71,148.02,142.2,134.17,127.78,121.87,116.91,115.9,114.78,117.8,125.71,134.1,146.34,155.79,156.88,161.63,165.6,167.47,169.14,170.91,172.67,183.47,183.03,174.42,168.99,176.23,173.49,166.42,166.75,166.02,166.25,164.95,165.18,167.14,169.19,169.23,166.77,167.1,164.26,161.42,158.48,154.87,153.09,152.36,150,148.89,147.48,143.4,139.11,136.08,132.38,129.53,127.46,124.04,121.87,120.28,126.18,139.47,145.36,144.92,138.82,129.16,126.51,127.03,126.69,125.38,126.38,127.96,130.59,136.58,146.22,154.13,166.18,169.58,174.8,177.14,179.2,179.14,176.3,174.61,173.21,172.87,171.08,169.1,166.07,161.41,153.96,144.68,136.46,125.08,113.11,103.84,94.085,89.228,87.347,87.194,87.617,91.017,97.394,100.89,103.71,105.67,107.63,109.02,107.71,105.83,104.33,103.8,103.55,103.68,104.59,103.28,103.13,101.73,100.42,97.871,96.182,98.622,104.61,112.24,126.68,136.99,145.1,149.46,152.57,152.71,154.76,155.57,159.93,157.47,153.58,152.85,153.75,151.49,150.37,147.63,145.36,145.5,144.1,147.11,148.11,148.25,146.94,145.73,144.72,141.2,137.88,134.37,133.16,133.97,132.66,134.62,137.83,139.98,144.44,148.89,152.29,154.93,156.6,158.37,161.57,164.49,166.26,170.14,170.28,170.51,172.66,172.51,170.34,169.23,169.26,169.69,171.84,168.61,161.64,157.75,155.29,151.49,146.54,141.77,137.49,133.21,125.95,119.27,109.52,98.322,94.137,92.16,94.408,96.847,96.311,98.462,97.926,98.925,99.061,101.69,104.61,108.01,112.18,118.56,122.53,127.76,133.46,135.81,137.67,136.84,136.02,137.5,137.73,138.92,138.39,134.68,132.7,135.24,135.37,135.89,136.61,137.22,137.07,135.48,134.07,134.02,136.07,137.94,139.13,140.32,141.8,143.76,144.66,146.53,144.45,144.11,142.61,141.69,139.91,137.74,132.59,126.1,118.36,111.97,107.02
135.84,135.4,135.34,135.19,135.62,136.81,137.71,139.29,140.38,141.96,145.65,148.85,151.87,152.87,153.39,151.8,151.26,147.65,141.83,136.78,132.69,127.16,123.27,125.03,128.91,131.45,136.48,144.39,152.69,156.48,161.6,166.64,167.92,169.98,170.31,170.44,168.56,167.74,166.72,168.87,179.95,180.76,169.18,166.24,164.75,164.21,164.35,165.54,166.63,167.34,166.33,165.98,165.54,162.89,159.09,155.19,153.03,150.18,148.3,147.38,146.46,145.25,145.68,138.71,133.46,129.66,125.38,123.5,114.03,107.26,104.7,104.55,117.07,126.91,121.86,107.3,101.48,109.11,113.37,113.8,114.7,119.83,121.31,125.67,130.99,139.86,148.64,160.1,166.09,173.05,176.64,179.08,178.83,176.85,175.36,174.72,172.84,172.11,169.95,165.66,160.81,152.4,142.35,131.16,116.99,106.46,96.807,87.82,84.595,82.234,81.121,81.16,83.408,90.265,93.665,94.376,94.512,93.879,93.15,91.365,93.037,94.517,95.804,96.996,98.283,100.34,101.05,102.34,103.34,103.09,104.28,107.87,110.79,111.41,116.25,128.48,137.55,145.65,150.59,149.96,151.91,152.24,159.96,168.84,165.42,153.36,149.27,148.93,148.97,146.7,145.11,143.03,142.4,142.25,143.92,145.78,148.8,148.65,147.92,146.81,149.34,148.8,138.76,136.4,136.73,135.9,136.62,138.58,139.57,143.55,147.62,152.27,155.09,156.86,159.21,162.13,165.62,169.12,170.69,171.02,170.87,170.72,169.41,167.24,167.38,166.26,165.73,166.34,163.02,158.84,155.13,151.62,146.57,139.12,133.01,125.75,118.4,105.57,93.323,85.297,80.055,76.158,78.598,83.246,86.07,93.022,97.286,99.63,99.958,98.269,102.24,107.09,111.83,115.42,118.53,123.66,129.08,134.59,136.93,136.88,136.72,136.09,135.08,135.4,135.92,134.71,133.02,132.39,132.72,132.47,135.2,138.21,140.17,139.73,139.96,139.43,139.85,139.03,139.55,140.64,142.99,144.08,144.12,144.45,143.81,141.17,139.38,138.27,136.77,134.99,132.43,127.77,120.99,114.21,109.74,103.06
135.24,135.57,135.51,135.17,135.69,137.26,139.41,138.59,138.53,140.01,142.64,144.8,149.16,150.73,151.54,152.44,151.23,148.59,145.46,142.04,138.33,134.82,132.27,131.63,131.67,134.02,138.19,144.85,150.46,155.3,159.28,164.12,166.46,168.51,168.84,167.54,166.04,163.58,163.62,170.96,186.75,183.52,174.53,165.74,162.51,161.5,160.58,161.67,163.34,165.02,164.96,163.37,162.06,161.04,158.97,154.5,151.66,149.1,146.17,145.34,143.94,141.48,140.95,136.57,129.89,125.61,121.04,106.19,86.933,78.331,78.659,92.717,101.49,100.96,93.219,87.209,87.728,88.92,89.439,92.647,97.2,105.98,115.33,120.65,126.55,136.86,144.68,150.76,160.89,171.01,175.94,177.81,178.81,177.02,176.29,173.84,172.34,170.94,168.39,164.01,157.71,149.01,137.24,120.19,108.32,94.727,86.605,82.996,80.154,75.297,74.856,74.992,75.799,76.607,82.119,82.734,82.294,82.621,82.853,82.988,81.971,81.146,84.354,90.155,91.826,94.17,96.706,98.378,101.78,106.52,115.11,116.87,112.5,114.17,118.24,124.23,130.9,138.33,144.9,147.72,150.64,160.96,169.73,170.92,165.97,153.34,147.81,147.27,146.64,143.6,141.53,140.13,138.83,139.34,145.34,144.51,144.65,145.84,145.69,145.25,144.71,145.23,140.08,137.34,137.38,136.74,136.02,138.17,139.84,142.57,146.54,151.29,154.59,157.41,162.06,164.31,166.27,167.85,170.38,171.29,170.65,168.48,166.99,166.07,165.63,163.46,162.82,161.52,159.64,157.08,152.42,147.08,141.94,131.03,121.27,104.51,89.764,82.794,76.592,74.231,72.158,72.485,74.541,78.325,84.318,92.422,97.743,99.222,99.742,100.45,102.99,108.5,114.4,116.17,121.68,126.13,130.97,134.76,136.81,136.18,135.16,134.82,133.23,131.54,131.48,132.87,132.33,130.54,130.29,132.06,136.04,138.96,140.82,143.74,142.24,141.52,141.84,141.69,142.59,141.29,141.23,142.62,142.37,142.31,140.33,137.3,134.46,132.58,131.85,129.01,126.74,121.31,115.11,111.79,106.83,105.91
136.85,135.93,136.26,136.87,138.06,139.93,139.2,138.37,137.74,137.49,137.63,139.97,143.76,147.16,150.27,152.04,151.02,149.33,145.34,141.82,139.17,135.18,131.48,130.17,130.4,133.13,137.87,143.39,149.76,153.74,157.72,159.58,163.27,165.32,164.98,164.44,162.94,161.35,162.64,166.13,178.37,179.66,172.49,165.91,160.95,159.46,158.54,158.58,159.38,160.86,160.81,160.56,160.02,158.72,156.74,153.51,149.91,147.26,144.22,142.44,140.65,138.2,137.08,133.67,124.68,112.81,91.44,71.315,69.434,63.713,66.537,78.194,85.051,82.114,71.783,69.614,70.229,73.341,77.99,81.582,86.134,95.295,109.16,115.92,124.99,134.34,141.68,145.94,155.2,170.22,175.92,176.82,177.15,175.37,173,171.8,171.55,169.95,166.54,162.16,155.57,145.92,131.65,112.48,97.16,85.294,79.572,77.883,75.426,71.721,70.992,71.319,72.895,72.454,72.205,73.013,74.301,74.82,73.419,71.826,73.69,74.305,76.745,79.089,82.969,88.289,92.553,96.146,101.37,104.77,109.23,112.53,113.34,116.07,121.1,127.19,132.12,138.11,145.36,149.24,161.37,173.61,173.26,167.54,163.07,152.74,147.69,146.38,144.21,140.32,137.47,136.27,136.11,135.86,139.55,141.42,139.82,141.11,141.82,141.29,139.98,138.87,137.27,136.35,134.95,133.74,132.92,135.07,138.37,140.05,143.54,147.81,151.49,154.61,158.58,162.94,166.15,165.9,167.38,168.38,168.61,166.16,164.75,163.26,162.72,160.26,158.77,158.33,156.83,154.47,147.69,140.24,133.75,125.34,99.263,77.026,71.977,70.576,69.847,67.678,67.045,67.949,72.117,77.341,82.758,89.518,94.839,97.662,100.68,102.73,105.65,108.38,112.84,119.98,132.41,135.23,132.01,135.02,136.21,134.43,132.84,132.88,131.76,130.94,130.5,130.54,129.14,127.35,128.93,131.27,135.53,139.8,143.29,145.45,144.81,144.08,143.26,142.92,140.07,138.19,138.14,138.75,139.18,138.16,136.95,133.44,130.69,128.14,125.87,123.32,119.52,115.24,112.68,109.84,106.81,106.18
135.29,136,136.91,137.33,138.81,139.9,139.75,138.83,136.57,133.44,133,134.86,137.01,141.85,145.92,148.94,149.36,147.58,144.35,140.65,137.61,134.97,131.55,129.57,130.09,132.91,135.64,140.19,147.15,152.08,153.27,155.23,158.25,161.17,161.79,160.86,160.9,161.52,163.48,162.08,161.16,162.35,164.5,163.1,160.93,159.72,159.19,158.26,157.15,156.81,156.65,156.69,157.02,155.72,154.51,151.67,148.63,144.83,141.99,139.53,137.84,135,133.89,132.2,118.8,80.143,67.988,63.514,62.401,60.424,60.944,61.271,61.407,63.847,66.574,66.71,67.805,70.341,72.589,79.254,85.63,94.119,106.93,113.59,121.89,132.11,138.58,143.9,152.29,167.22,173.5,175.07,175.11,173.13,172.41,171.87,170.08,167.53,164.69,159.54,154.01,143.88,125.58,105.07,87.439,79.701,74.747,73.25,71.177,68.336,67.799,68.319,68.646,69.454,69.301,70.013,70.052,70.091,69.939,69.21,68.193,69.673,72.017,74.168,78.048,84.041,88.593,95.258,99.714,102.35,105.55,110.01,112.74,116.71,122.42,125.43,132.39,140.68,146.29,150.84,161.25,168.88,171.32,170.78,163.52,157.23,147.18,144.44,141.69,137.32,133.03,132.31,132.25,132.77,132.81,133.13,133.94,135.04,135.94,135.5,134.58,135.58,134.66,132.97,131.76,130.46,129.34,130.63,133.93,135.8,138.81,143.56,148.4,150.36,154.81,158.6,162,162.52,163.13,165.19,165.9,165.08,163.39,160.74,163.37,165.81,158.36,153.41,152.1,148.97,138.64,124.85,110.97,92.671,71.49,66.249,67.248,67.192,66.559,65.734,66.926,67.157,73.629,77.894,82.446,89.014,92.99,97.159,101.81,107.22,111.78,114.6,124.24,141.27,146.5,140.3,134.19,136.06,136.48,135.46,135.6,133.43,132.99,131.11,130.67,128.11,127,127.04,128.9,133.07,136.66,141.6,143.37,145.71,147.48,145.69,145.73,143.28,141.3,138.84,137.44,137.58,136.46,134.77,133.66,130.24,127.02,123.6,118.74,115.13,113.06,112.53,111.7,111.36,112.26,109.71
131.43,132.81,135.06,137.21,138.21,139.4,139.63,138.42,135.68,130.44,127.69,127.54,129.5,132.99,140.04,144.4,145.4,144.77,141.74,138.51,134.52,132.64,130.18,127.43,126.99,128.76,131.01,135.47,141.55,146.78,148.64,150.12,151.51,155.19,156.86,157.48,158.48,160.73,160.19,159.08,160.46,170.58,169.57,165,164.56,160.56,156.57,155.94,153.96,152.46,151.73,151.77,151.91,151.28,151.32,148.57,145.15,141.64,137.17,134.61,132.83,126.63,128.78,125.17,89.201,64.372,58.842,58.69,57.385,56.848,57.464,57.407,58.502,62.575,65.686,63.709,65.477,66.765,69.589,75.005,81.478,89.678,104.98,111.65,121.29,131.03,135.87,140.8,151.41,164.98,171.26,172.84,172.11,170.81,170.27,169.06,166.79,163.86,160.15,155.87,150.53,139.15,120.17,98.034,81.27,73.532,69.923,65.737,64.72,62.551,64.319,65.319,64.686,65.493,66.205,66.82,66.476,65.843,64.73,64.961,65.673,64.944,67.672,70.688,74.856,80.368,86.265,92.449,97.674,101.27,105.72,108.74,112.43,115.83,120.95,125.51,132.27,141.24,144.73,147.08,153.74,162.9,166.01,167.49,161.2,152.69,146.3,142.97,140.13,136.14,132.05,129.3,127.62,127.75,127.02,126.2,125.95,125.22,125.36,126.36,128.22,129.31,128.49,127.57,126.36,124.38,122.12,124.85,127.38,129.82,132.45,137.58,143.38,145.34,149.32,153.29,156.31,157.98,158.79,160.75,163.38,161.88,159.23,155.91,156.72,163.1,162.85,146.85,136.91,123.89,105.49,90.264,80.797,68.643,60.905,58.736,61.367,63.135,61.542,64.654,64.981,67.421,72.646,77.774,82.23,88.223,93.831,98.191,101.98,106.34,112.04,118.13,135.55,143.46,143.31,139.51,132.63,134.11,135.4,133.52,133.75,133.69,132.58,131.95,129.01,125.4,123.9,125.48,127.53,129.4,134.24,138.31,143.34,146.36,147.17,146.25,144.08,142.58,139.35,136.51,135.02,134,133.37,130.43,128.26,125.04,118.74,111.48,109.02,107.14,106.03,108.08,108.8,112,115.69,117.56
127.75,129.71,132.54,135.36,137.32,141.49,144.02,137.63,133.93,129.36,124.98,123.67,124.87,126.06,132.53,138.62,140.87,139.66,137.97,135.03,130.17,127.91,126.7,124.24,123.42,124.51,125.51,130.74,136.54,140.61,142.67,145.68,147.83,151.9,154.25,155.15,157.21,157.63,158.63,158.38,158.61,167.01,175.69,181.39,182.3,177.63,158.66,153.7,150.77,147.35,147.49,146.85,147.47,146.84,146.49,144.32,142.34,139.22,134.26,131.13,127.52,117,100.24,80.785,62.869,58.299,57.186,56.554,55.825,54.232,55.231,55.655,57.615,59.19,62.782,64.934,66.318,68.277,69.085,71.525,77.997,86.198,104.67,113.64,123.96,131.96,137.76,142.12,154.45,166.02,169.8,171.47,171.32,171.07,169,166.54,163.89,160.38,157.06,151.91,145.9,134.61,113.91,91.577,77.31,70.148,66.634,61.777,60.952,59.935,61.799,62.798,63.606,62.781,63.013,63.532,63.091,62.747,62.21,61.769,63.153,63.672,63.712,66.92,71.664,78.136,82.208,89.929,96.978,100.67,105.79,109,111.73,115.99,120.07,127.21,135.32,142.46,146.53,148.78,151.22,150.01,156.48,157.2,149.36,147.86,145.98,143.43,140.2,135.25,130.68,126.11,122.98,119.85,119.03,116.86,117.76,118.48,118.99,117.69,117.54,119.21,118.96,119.77,118.56,115.24,114.6,116.56,120.25,123.17,125.61,131.03,136.54,140.04,142.96,144.72,147.64,151.43,154.64,156.5,159.8,156.58,150.67,146.96,145.94,156.64,158.7,146.93,108.85,92.85,80.311,72.381,67.331,63.53,55.984,55.639,61.92,65.992,62.094,62.518,65.822,69.51,72.142,77.366,83.166,89.543,94.575,98.455,102.24,106.6,113.55,118.87,127.36,137.96,140.31,132.66,130.4,132.84,133.07,133.49,133.82,133.38,133.61,131.83,129.27,124.9,124.17,125.26,126.46,129.95,134.5,139.63,143.7,146.43,148.49,146.32,143.57,142.36,139.14,135.34,133.26,131.38,129.41,126.37,123.72,118.67,113.24,110.5,106.31,102.22,101.59,105.28,109.06,113.9,119.7,123.29
